Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Affiliations;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Name Preferred;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;DOI Link;Book DOI;Early Access Date;Number of Pages;WoS Categories;Web of Science Index;Research Areas;IDS Number;Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;UT (Unique WOS ID);Web of Science Record
J;"Hoel, T; Tonnessen, ES";;;;"Hoel, Trude; Tonnessen, Elise Seip";;;Organizing Shared Digital Reading in Groups: Optimizing the Affordances of Text and Medium;AERA OPEN;;;;;;;;;;;;Children develop their language when they explore and talk about literary texts. In this study, we explore the design of shared digital reading as a basis for critical reflection on the reading situation in an institutional context with its given opportunities and limitations. We examine six videotaped readings of one specific picture book app, with a focus on the strategies used by teachers in early childhood education and care institutions to control children's access to the medium and the types of verbal engagement (about the story and about the medium) that are generated by these different strategies. We use qualitative and quantitative analysis of video data. A qualitative categorization of the readings reveals the strategies Show, Show & Share, and Share. In analyzing the participants' verbal and multisensory engagement, we find that the Show strategy generates more utterances, especially about the story, as well as more time spent on dialogue.;;;;;;;;;;;;;;;;;;;;2332-8584;;;;OCT;2019;5;4;;;;;;;2,33286E+15;10.1177/2332858419883822;http://dx.doi.org/10.1177/2332858419883822;;;;;;;;;;;;;WOS:000492860600001;View Full Record in Web of Science
J;"Dorfner, T; Fortsch, C; Boone, W; Neuhaus, BJ";;;;"Dorfner, Tobias; Foertsch, Christian; Boone, William; Neuhaus, Birgit J.";;;Instructional Quality Features in Videotaped Biology Lessons: Content-Independent Description of Characteristics;RESEARCH IN SCIENCE EDUCATION;;;;;;;;;;;;"A number of studies on single instructional quality features have been reported for mathematics and science instruction. For summarizing single instructional quality features, researchers have created a model of three basic dimensions (classroom management, supportive climate, and cognitive activation) of instructional quality mainly through observing mathematics instruction. Considering this model as valid for all subjects and as usable for describing instruction, we used it in this study which aimed to analyze characteristics of instructional quality in biology lessons of high-achieving and low-achieving classes, independently of content. Therefore, we used the data of three different previous video studies of biology instruction conducted in Germany. From each video study, we selected three high-achieving and three low-achieving classes (N = 18 teachers; 35 videos) for our multiple-case study, in which conspicuous characteristics of instructional quality features were qualitatively identified and qualitatively analyzed. The amount of these characteristics was counted in a quantitative way in all the videos. The characteristics we found could be categorized using the model of three basic dimensions of instructional quality despite some subject-specific differences for biology instruction. Our results revealed that many more characteristics were observable in high-achieving classes than in low-achieving classes. Thus, we believe that this model could be used to describe biology instruction independently of the content. We also make the claims about the qualities for biology instruction-working with concentration in a content-structured environment, getting challenged in higher order thinking, and getting praised for performance-that could have positive influence on students' achievement.";;;;;Neuhaus, Birgit J./K-1272-2014;"Neuhaus, Birgit J./0000-0001-6031-9660; Fortsch, Christian/0000-0002-3625-6791";;;;;;;;;;;;;0157-244X;1573-1898;;;;OCT;2019;49;5;;;;;1457;1491;;10.1007/s11165-017-9663-x;http://dx.doi.org/10.1007/s11165-017-9663-x;;;;;;;;;;;;;WOS:000492471000014;View Full Record in Web of Science
J;"Urhahne, D; Zhu, CJ; Wagner, M";;;;"Urhahne, Detlef; Zhu, Chunjie; Wagner, Marlene";;;Benefits and drawbacks of the teacher echo: findings from a video study;EDUCATIONAL PSYCHOLOGY;;;;;;;;;;;;The teacher echo refers to teachers? almost verbatim repetition of student responses and can be used to provide implicit feedback about students? achievement or understanding. Echoing student answers is a controversial strategy of classroom discourse, as some critics see it as a bad habit and consequently deny its use in the classroom. The aim of this research project was to learn more about the perceptions of unprejudiced, prospective teachers on this controversial type of teacher feedback. Therefore, two short videos of a simulated lesson with and without teacher echo were created. A sample of 410 teacher trainees was asked to rate the perceived instructional quality and answer a knowledge test about the lesson contents. Results showed no significant differences in perceived cognitive activation and teacher dominance, but higher perceived constructive support and better knowledge acquisition when using the teacher echo. Thus, its application seems to be more beneficial than harmful.;;;;;Wagner, Marlene/AAP-4434-2021;;;;;;;;;;;;;;0144-3410;1469-5820;;;;MAR 15;2020;40;3;;;;;336;348;;10.1080/01443410.2019.1675868;http://dx.doi.org/10.1080/01443410.2019.1675868;;OCT 2019;;;;;;;;;;;WOS:000489798200001;View Full Record in Web of Science
J;"Wang, AN; Thompson, M; Roy, D; Pan, K; Perry, J; Tan, P; Eberhart, R; Klopfer, E";;;;"Wang, Annie; Thompson, Meredith; Roy, Dan; Pan, Katharine; Perry, Judy; Tan, Philip; Eberhart, Rik; Klopfer, Eric";;;Iterative user and expert feedback in the design of an educational virtual reality biology game;INTERACTIVE LEARNING ENVIRONMENTS;;;;;;;;;;;;This study focuses on an educational game titled Cellverse, a two-player cross-platform VR project intended to teach high school biology students about cell structure and function. In Cellverse, players work in pairs to explore a human lung cell and diagnose and treat a dangerous genetic disorder. Cellverse is being designed by the Collaborative Learning Environments in Virtual Reality (CLEVR) team, an interdisciplinary team consisting of game designers, educational researchers, and graduate and undergraduate students. Using a design-based research approach, we have enlisted the help of both subject matter experts and user testers to iteratively design and improve Cellverse. The objective of this paper is to share how user and expert feedback can inform and enhance the development of learning games. We describe how we gather and synthesize information to review and revise our game from in-game observations, semi-structured interviews, and video data. We discuss the input of subject matter experts, present feedback from our user testers, and describe how input from both parties influenced the design of Cellverse. Our results suggest that including feedback from both experts and users has provided information that can clarify gameplay, instruction, subject portrayal, narrative, and in-game goals.;;;;;Thompson, Meredith M/N-7357-2016;"Roy, Dan/0000-0001-5510-3179; Wang, Annie/0000-0001-8674-8527; Thompson, Meredith/0000-0001-9989-8604";;;;;;;;;;;;;1049-4820;1744-5191;;;;APR 3;2022;30;4;;;;;677;694;;10.1080/10494820.2019.1678489;http://dx.doi.org/10.1080/10494820.2019.1678489;;OCT 2019;;;;;;;;;;;WOS:000493537200001;View Full Record in Web of Science
J;"Beauchamp, G; Joyce-Gibbons, A; Mc Naughton, J; Young, N; Crick, T";;;;"Beauchamp, Gary; Joyce-Gibbons, Andrew; Mc Naughton, James; Young, Nick; Crick, Tom";;;Exploring synchronous, remote collaborative interaction between learners using multi-touch tables and video conferencing in UK primary schools;BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY;;;;;;;;;;;;This study explores remote, non-collocated collaboration via multi-touch table (SynergyNet) and video conferencing software (Skype). Twenty-four participants (aged 10-11 years) in two locations-primary school classrooms located 300 miles apart in the UK-engaged in simultaneous collaborative activity to solve a History mystery task. Audio-video data recorded in the first minute of the activity were analysed to explore the emergence of collaborative working practices both within groups in the same location (resizing for shared reading) and between the groups communicating via video conferencing software and through the flick multi-touch gesture (sharing clues between groups). The results indicated that most groups focused first on the establishment of intra-group collaboration before reaching out to their remotely located partners. However, when the second data set was analysed, audio data from delayed interviews conducted after the original study, participants reported that the discussion between groups supported by the flick gesture was the most important and memorable feature of the activity. The study relates these findings to the existing literature on collaborative learning using multi-touch tables and considers how teachers are best able to help support the emergence of collaborative practices.;;;;;"Crick, Tom/C-8481-2011; Joyce-Gibbons, Andrew/B-8036-2014";"Crick, Tom/0000-0001-5196-9389; Joyce-Gibbons, Andrew/0000-0002-8203-5957; Young, Nick/0000-0002-9246-6822; Beauchamp, Gary/0000-0001-7268-5027";;;;;;;;;;;;;0007-1013;1467-8535;;;;NOV;2019;50;6;;;;;3214;3232;;10.1111/bjet.12728;http://dx.doi.org/10.1111/bjet.12728;;;;;;;;;;;;;WOS:000491231200026;View Full Record in Web of Science
J;"Gartmeier, M; Pfurtscheller, T; Hapfelmeier, A; Grunewald, M; Hausler, J; Seidel, T; Berberat, PO";;;;"Gartmeier, Martin; Pfurtscheller, Theresa; Hapfelmeier, Alexander; Gruenewald, Marc; Haeusler, Janina; Seidel, Tina; Berberat, Pascal O.";;;Teacher questions and student responses in case-based learning: outcomes of a video study in medical education;BMC MEDICAL EDUCATION;;;;;;;;;;;;Background: Case-based learning (CBL) is a highly interactive instructional format widely used in medical education. One goal of CBL is to integrate basic biomedical knowledge and its application to concrete patient cases and their clinical management. In this context, we focus the role of teacher questions as triggers for reproductive vs. elaborative student responses. Specifically, our research questions concern the kinds of questions posed by clinical teachers, the kinds of responses given by students, the prediction of student responses based upon teacher questions, and the differences between the two medical disciplines in focus of our study, internal medicine and surgery. Methods: We analyse 19 videotaped seminars (nine internal medicine, ten surgery) taught by clinicians and attended by advanced medical students. Multiple raters performed a low-inference rating process using a theory-based categorical scheme with satisfactory interrater-reliability. Results: We found that medical teachers mostly posed initial (instead of follow-up) questions and that their questions were more often closed (instead of open). Also, more reasoning (than reproductive) questions were posed. A high rate of student non-response was observed while elaborative and reproductive student responses had a similar prevalence. In the prediction context, follow-up reasoning questions were associated with low non-response and many elaborative answers. In contrast, the highest student non-response rate followed open reproduction questions and initial reasoning questions. Most reproductive statements by students were made following closed reproduction questions. Conclusions: These results deepen our understanding of interactive, questions-driven medical teaching and provide an empirical basis for clinical teachers to use questions in didactically fruitful ways.;;;;;"Hapfelmeier, Alexander/I-9966-2019; Seidel, Tina/C-6221-2009";"Hapfelmeier, Alexander/0000-0001-6765-6352; Seidel, Tina/0000-0002-2578-1208; Hausler, Janina/0000-0001-6731-0714; Gartmeier, Martin/0000-0002-5025-0003";;;;;;;;;;;;;;1472-6920;;;;DEC 5;2019;19;1;;;;;;;455;10.1186/s12909-019-1895-1;http://dx.doi.org/10.1186/s12909-019-1895-1;;;;;;;;31805913;;;;;WOS:000509745400001;View Full Record in Web of Science
J;"Manty, K; Jarvenoja, H; Tormanen, T";;;;"Manty, Kristiina; Jarvenoja, Hanna; Tormanen, Tiina";;;Socio-emotional interaction in collaborative learning: Combining individual emotional experiences and group-level emotion regulation;INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH;;;;;;;;;;;;This study explores how groups' negative socio-emotional interactions and related emotion regulation during a collaborative physics task are interconnected with 12-year-old primary school students' (N = 37) situated individual emotional experiences. To accomplish this, the study relates group-level video data analysis with students' self-reported emotional experiences. The results indicate that students' negative emotional experiences related to the task prior to collaborative working increase the group's emotion regulation during the collaboration and that negative group interactions negatively affect students' emotional experiences after the task. The study also shows that even though group-level regulation is more likely to change the valence of the group's interaction from negative to positive, regulation does not always succeed in making a difference to the students' overall emotional experiences.;;;;;Manty, Kristiina/AAX-6476-2021;"Manty, Kristiina/0000-0003-0538-8860; Tormanen, Tiina/0000-0001-5421-4213";;;;;;;;;;;;;0883-0355;1873-538X;;;;;2020;102;;;;;;;;101589;10.1016/j.ijer.2020.101589;http://dx.doi.org/10.1016/j.ijer.2020.101589;;;;;;;;;;;;;WOS:000575425300023;View Full Record in Web of Science
J;"Amador, RR; Yanez, JL";;;;"Rodriguez Amador, Ruben; Lopez Yanez, Julian";;;Beliefs and curricular practices of Chilean Physics teachers in Secondary Education;ENSENANZA DE LAS CIENCIAS;;;;;;;;;;;;Using a multi-case study methodology, this research describes the curricular beliefs of 7 Chilean Physics teachers. A semi-structured interview was applied with 30 questions distributed in three dimensions: contents, teaching methodology and evaluation. In addition, their classes were observed and recorded on video. Data gathered were analysed with the software MAXQDA. The analysis focused on the difficulties that these teachers faced when teaching the uniform rectilinear movement (MRU). It is concluded that, in general terms, the beliefs were inconsistent with the teaching practices. It was also revealed that teachers are more constructivist when they talk about what they think is right and should be done than when they talk on what they will truly do in their teaching practices. Some conclusions on both the research in the field and the training of science teachers are provided.;;;;;;;;;;;;;;;;;;;0212-4521;2174-6486;;;;;2020;38;2;;;;;121;139;;10.5565/rev/ensciencias.2777;http://dx.doi.org/10.5565/rev/ensciencias.2777;;;;;;;;;;;;;WOS:000543378300007;View Full Record in Web of Science
J;"Ramis-Conde, I; Hope, A";;;;"Ramis-Conde, Ignacio; Hope, Alexander";;;Training teachers in maintaining equity in the micro-moments of a mathematical dialogue;TEACHING AND TEACHER EDUCATION;;;;;;;;;;;;This article presents the analysis of a large body of video data of trainee teachers who were learning mathematical dialogue techniques. We explore some of the ways in which trainee teachers can make better use of children's own contributions to foster learning and increase pupil motivation taking a number of analytic principles from conversation analysis. While the importance of dialogue in mathematics education has drawn increased attention in recent years, there is still relatively little work on how teachers may learn to make better use of dialogue in the classroom. This paper aims to address that lacunae. (C) 2019 Elsevier Ltd. All rights reserved.;;;;;ramis-conde, ignacio/H-7485-2015;"ramis-conde, ignacio/0000-0001-5029-6215; HOPE, ALEXANDER/0000-0001-9093-9764";;;;;;;;;;;;;0742-051X;;;;;JAN;2020;87;;;;;;;;102924;10.1016/j.tate.2019.102924;http://dx.doi.org/10.1016/j.tate.2019.102924;;;;;;;;;;;;;WOS:000501408400003;View Full Record in Web of Science
J;"Devi, A; Fleer, M; Li, L";;;;"Devi, Anamika; Fleer, Marilyn; Li, Liang";;;Preschool teachers' pedagogical positioning in relation to children's imaginative play;EARLY CHILD DEVELOPMENT AND CARE;;;;;;;;;;;;In some Western contexts, the pedagogical practices of teachers are to intentionally involve in play-based learning through sustained shared conversations to extend children's thinking (Meade, A., Williamson, J., Stuart, M., Smorti, S., Robinson, L., & Carroll-Lind, J. (2013). Adult-child sustained shared thinking: Who, how and when? Early Education, 53(Autumn/Winter), 7-12). In this study, video data of eight teachers interacting with four focus children during imaginative play and their interview data were gathered. Both Vygotsky's (2004) concept of imaginative play and Kravtsov and Kravtsova's (2010) concept of double subjectivity were used to identify six different pedagogical positions taken by teachers in children's play. After analysing the video footage and teachers' interview data, it was evident that the participating teachers drew primarily upon these six different types of pedagogical positioning in play to intentionally teach children. Our analysis sought to determine whether the teachers were imagining concepts with the children or whether they were outside of the play. This paper argues that the teachers' pedagogical positioning is important for conceptualising teaching practice in Australia.;;;;;;"Devi, Anamika/0000-0001-9290-4565; Fleer, Marilyn/0000-0002-1224-5510";;;;;;;;;;;;;0300-4430;1476-8275;;;;DEC 10;2021;191;16;;;;;2471;2483;;10.1080/03004430.2020.1717479;http://dx.doi.org/10.1080/03004430.2020.1717479;;JAN 2020;;;;;;;;;;;WOS:000509017400001;View Full Record in Web of Science
J;"Sembiante, SF; Bengochea, A; Gort, M";;;;"Sembiante, Sabrina F.; Bengochea, Alain; Gort, Mileidis";;;Want me to show you?: Emergent bilingual preschoolers' multimodal resourcing in show-and-tell activity;LINGUISTICS AND EDUCATION;;;;;;;;;;;;In this study, we use a transmodal lens to investigate how emergent bilingual (EB) preschoolers employ diverse bodies of knowledge, modalities, and languaging practices to engage in show-and-tell presentations. We also investigate the role of translanguaging in support of children's communication and interaction in this activity. Video data of show-and-tell activity in two dual language preschool classrooms were analyzed for the actional, verbal, and visual modes used by children as well as for features of their transmodal repertoire. Qualitative analyses revealed specific patterns in EB children's employment of multimodal resources, in response to presentation purposes and show-and-tell routines and structures. Children's translanguaging practices were flexible and supported their presentation purposes and participation across show-and-tell routines. Findings have implications for ways of facilitating show-and-tell and how teachers can promote students' transmodal practices in support of their learning and engagement in this activity. (C) 2019 Elsevier Inc. All rights reserved.;;;;;"Bengochea, Alain/I-4310-2019; Sembiante, Sabrina/AAL-6303-2021";"Bengochea, Alain/0000-0002-4602-3676; Sembiante, Sabrina/0000-0002-9948-5268";;;;;;;;;;;;;0898-5898;1873-1864;;;;FEB;2020;55;;;;;;;;100794;10.1016/j.linged.2019.100794;http://dx.doi.org/10.1016/j.linged.2019.100794;;;;;;;;;;;;;WOS:000529335900008;View Full Record in Web of Science
J;"Davis, NR; Vossoughi, S; Smith, JF";;;;"Davis, Natalie R.; Vossoughi, Shirin; Smith, John F.";;;Learning from below: A micro-ethnographic account of children's self-determination as sociopolitical and intellectual action;LEARNING CULTURE AND SOCIAL INTERACTION;;;;;;;;;;;;"This paper argues for an amplification of the everyday intellectual and political gestures of children as valuable indices and movers of learning. We identify and focus on microacts of self-determination, defined here as, as contestations and moves to elsewhere that shift activity and dictate future status. In particular, we consider if and how such microacts that could be cast as idiosyncratic build and shape new possibilities for learning and social interaction, what we refer to here as learning from below. Learning from below reflects an effort to move beyond the binary of individual versus collective activity and to situate scholarship on social and historical movements and forms of decolonial insurgency as germane to sociocultural and interactional studies of learning. Drawing from an extensive data set which included ethnographic fieldnotes, semi-structured interviews, and over 70 hours of video data collected from an after-school community tinkering program, we found that children's everyday forms of self-determination were much more than individual acts; they emerge from social histories and carried future potentialities that shaped learning and intellectual life within the setting. This central finding is anchored in an analysis of over 600 examples, as well as two cases that look more closely at individual children's participation.";;;;;"Smith, John/HJB-2300-2022; Smith, John/GYJ-1302-2022";;;;;;;;;;;;;;2210-6561;2210-657X;;;;MAR;2020;24;;;;;;;;100373;10.1016/j.lcsi.2019.100373;http://dx.doi.org/10.1016/j.lcsi.2019.100373;;;;;;;;;;;;;WOS:000530894000026;View Full Record in Web of Science
J;"Kajamaa, A; Kumpulainen, K; Olkinuora, HR";;;;"Kajamaa, Anu; Kumpulainen, Kristiina; Olkinuora, Helmi-Riikka";;;Teacher interventions in students' collaborative work in a technology-rich educational makerspace;BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY;;;;;;;;;;;;This study reports on an investigation of teacher interventions in students' collaborative work in an educational makerspace. We draw on a qualitative analysis of video data on teacher-student interaction derived from 94 students (aged 9-12) and their teachers in a Finnish school. The results show that the teacher interventions were both student- and teacher-initiated. Three leading teacher intervention strategies were identified, namely authoritative, orchestrating and unleashing which emerged in teacher-student interactions dealing with conceptual, procedural, technological, behavioural and motivational issues. The study demonstrates the demands makerspaces pose for teacher-student interaction, and how moving from authoritative to collaborative interaction requires collective efforts and cultural change.;;;;;;"Kajamaa, Anu/0000-0002-6397-545X; Kumpulainen, Kristiina/0000-0002-0721-0348";;;;;;;;;;;;;0007-1013;1467-8535;;;;MAR;2020;51;2;;;;;371;386;;10.1111/bjet.12837;http://dx.doi.org/10.1111/bjet.12837;;;;;;;;;;;;;WOS:000513716000004;View Full Record in Web of Science
J;"Kumpulainen, K; Kajamaa, A";;;;"Kumpulainen, Kristiina; Kajamaa, Anu";;;Sociomaterial movements of students' engagement in a school's makerspace;BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY;;;;;;;;;;;;"This study investigates the sociomaterial movements of student engagement in a school's makerspace. Here, we understand sociomaterial movements as emergent and relational, comprising complex dynamics of agency across students, teachers and materials in situated, culturally framed activities. Our study draws on data comprising 85 hours of video recordings of 9-12-year-old students' (N = 94) engagement in a technology-rich makerspace in a Finnish elementary school. The video data were transcribed and analyzed qualitatively using a multimodal interaction analysis. The sociomaterial movements were found to be displayed across a tension-laden continuum between (1) procedural activity-analysis and reflection; (2) individual activity-collaboration; (3) doing school-empowerment; and d) alienation-identification. Together, the study offers a potential approach for investigating and understanding the often overlooked workings of sociomateriality that constitutes students' emergent engagement and learning opportunities in science, technology, engineering and mathematics (STEAM) learning contexts.";;;;;;"Kumpulainen, Kristiina/0000-0002-0721-0348; Kajamaa, Anu/0000-0002-6397-545X";;;;;;;;;;;;;0007-1013;1467-8535;;;;JUL;2020;51;4;;;;;1292;1307;;10.1111/bjet.12932;http://dx.doi.org/10.1111/bjet.12932;;MAR 2020;;;;;;;;;;;WOS:000522520500001;View Full Record in Web of Science
J;Krist, C;;;;Krist, Christina;;;Examining How Classroom Communities Developed Practice-Based Epistemologies for Science Through Analysis of Longitudinal Video Data;JOURNAL OF EDUCATIONAL PSYCHOLOGY;;;;;;;;;;;;Recent reforms in science education emphasize having students develop and refine core disciplinary ideas through participation in science knowledge-building practices. Supporting students' meaningful participation in these practices is challenging, in part because our understanding of how this kind of participation develops is underexplored. This paper characterizes the epistemic dimension of classroom scientific practice-the underlying assumptions and criteria guiding students' knowledge-building work-in moment-to-moment interactions, and how their use of these criteria shifted over time. These patterns of change illustrate how, by 8th grade, students were more consistently using sophisticated disciplinary forms of epistemic criteria than they were in 6th grade. The shifts toward disciplinary sophistication were cumulative over time and across content areas, suggesting that they reflected a shift in something other than content knowledge gains. Yet these cumulative shifts did not occur in a clean, predictable progression toward sophistication. This study documents the details of these shifts over time and across content areas. By providing an empirical account of the evolution of students' knowledgebuilding work in practice over time, this study argues for the centrality of epistemic learning goals in science education and proposes implications for how to measure and support students' meaningful participation in scientific practices in contextually valid ways.;;;;;;;;;;;;;;;;;;;0022-0663;1939-2176;;;;APR;2020;112;3;;;;;420;443;;10.1037/edu0000417;http://dx.doi.org/10.1037/edu0000417;;;;;;;;;;;;;WOS:000519968800002;View Full Record in Web of Science
J;"Pohlmann-Rother, S; Kurzinger, A; Lipowsky, F";;;;"Pohlmann-Rother, Sanna; Kuerzinger, Anja; Lipowsky, Frank";;;Feedback in initial writing lessons-A video-based study on feedback-behavior of teachers in elementary schools;ZEITSCHRIFT FUR ERZIEHUNGSWISSENSCHAFT;;;;;;;;;;;;"The following article examines the feedback-behavior of elementary school teachers as a component of deep-structure in first grade lessons. The paper investigates the frequency and forms of teacher-given feedback to pupils during a class work period. The focus lies on a period while pupils were engaged in fulfilling a writing task (producing texts). Furthermore, the distribution of feedback on the pupils is considered. The impact of specific forms of feedback towards the quality of the texts produced by pupils is a subject of interest, too. The present analyses emerge from the DFG-project NaSch1 (Narrative Schreibkompetenz in Klasse 1) and are based on video data captured in the PERLE study. All in all, the video corpus comprises 47 recorded lesson-units with an approximate length of 90 & x202f;min. each and a total sample of 540 first-grade pupils. The overall results indicate significant differences in teachers' feedback-behavior. Elaborated feedback (such as tutorial support) occurs less frequently than basic forms of feedback. Also, there is a tendency for boys to receive more feedback overall. Another finding is that the initiative to provide feedback originates more frequently from pupils than from teachers. Multilevel analysis on the impact of feedback towards text-quality reveal no significant effects for elaborated feedback. A negative correlation between the feedback on the writing content and the linguistic dimension of the text quality are recognized.";;;;;;;;;;;;;;;;;;;1434-663X;1862-5215;;;;JUN;2020;23;3;;;;;591;611;;10.1007/s11618-020-00950-0;http://dx.doi.org/10.1007/s11618-020-00950-0;;MAY 2020;;;;;;;;;;;WOS:000532148600002;View Full Record in Web of Science
J;"Kim, J; Suzuka, K; Yakel, E";;;;"Kim, Jihyun; Suzuka, Kara; Yakel, Elizabeth";;;Reusing qualitative video data: matching reuse goals and criteria for selection;ASLIB JOURNAL OF INFORMATION MANAGEMENT;;;;;;;;;;;;Purpose This research investigated the reuse of Video Records of Practice (VRPs) - i.e. a type of qualitative data documenting teaching and learning in educational settings. It studied how reusers' purposes and experience-level with VRP reuse influence the importance of various VRP selection criteria and how these differ depending on whether the main goal for reuse was research or teaching. It also examined whether two different dimensions of qualitative research - reflexivity and context - were factors in VRP reuse. Design/methodology/approach The study reports on surveys of reusers at four VRP repositories. Questions were based on the literature and interviews with VRP reusers. The response rate was 20.6% (180 of 872 distributed surveys). This paper focused on 126 respondents who affirmatively responded they reused VRPs from a repository. Findings Researchers using VRPs were primarily interested in examining a broad range of processes in education and studying/improving ways to measure differences and growth in education. Reusers with teaching goals were commonly interested in VRPs to engage learners in showing examples/exemplars of - and reflecting on - teaching and learning. These differences between research and teaching led to varied expectations about VRPs, such as the amount of content needed and necessary contextual information to support reuse. Research limitations/implications While repositories focus on exposing content, understanding and communicating certain qualities of that content can help reusers identify VRPs and align goals with selection decisions. Originality/value Although qualitative data are increasingly reused, research has rarely focused on identifying how qualitative data reusers employ selection criteria. This study focused on VRPs as one type of qualitative data and identified the attributes of VRPs that reusers perceived to be important during selection. These will help VRP repositories determine which metadata and documentation meet reusers' goals.;;;;;;"Suzuka, Kara/0000-0002-7079-1640; Kim, Jihyun/0000-0003-0209-4365; Yakel, Elizabeth/0000-0002-8792-6900";;;;;;;;;;;;;2050-3806;1758-3748;;;;MAY 18;2020;72;3;;;;;395;419;;10.1108/AJIM-08-2019-0215;http://dx.doi.org/10.1108/AJIM-08-2019-0215;;JUN 2020;;;;;;;;;;;WOS:000539603900001;View Full Record in Web of Science
J;Riordan, JP;;;;Riordan, John-Paul;;;A method and framework for video-based pedagogy analysis;RESEARCH IN SCIENCE & TECHNOLOGICAL EDUCATION;;;;;;;;;;;;"Background Bringing about conceptual change in school science classrooms is difficult for teachers. Researchers in this field have struggled to influence classroom practice. Purpose The present research presents a method and a framework for video-based pedagogy analysis. Sample Six groups of 11-year-old pupils took part (three girls and three boys) in each expert micro-teaching interview, led by a science specialist (Advanced Skills Teacher). A 'Concurrent Verbal Protocol and Retrospective Debriefing' interview happened with the teacher approximately one month later. Six teachers and thirty-six pupils participated altogether. Design and method Three research methods (expert micro-teaching, verbal protocols and retrospective debriefing) were used. Data were video-recorded and managed using NVivo. About fifteen hours of video data were analysed using grounded theory methods. The interpretivist theoretical perspective (symbolic interactionism) was underpinned by a social constructionist epistemology. What can be considered evidence is inevitably affected by the researcher's methodological position. So what constitutes reliable evidence can be contentious. Appropriate criteria for evaluating the grounded theory emerging from this study were used. Interpretivist approaches for investigating conceptual change in school science are necessary to complement positivist literature. This approach, proved successful in other fields, is new to this context. Data were recorded in 2013. Results Findings are presented as a Pedagogy Analysis Framework which uses the concepts: means (including information, misinformation and disinformation), strategy (on a spectrum from micro-strategies, through tactics to macro-strategies;), ends (physical changes, individual mental changes and group mental changes), and accidents. Conclusions The method allows teachers to help the researcher understand incidents in video-data that are not evident to any external observer. The framework could help strategic dialogue between teachers, student teachers, mentors, teacher educators, and educational researchers.";;;;;Riordan, John-Paul/GWZ-4083-2022;Riordan, John-Paul/0000-0001-9016-5578;;;;;;;;;;;;;0263-5143;1470-1138;;;;JAN 2;2022;40;1;;;;;53;75;;10.1080/02635143.2020.1776243;http://dx.doi.org/10.1080/02635143.2020.1776243;;JUN 2020;;;;;;;;;;;WOS:000547327700001;View Full Record in Web of Science
